title,actor1,actor1_fb,actor2,actor2_fb,actor3,actor3_fb
Sharkskin,Travis Myers,749.0,David Proval,354.0,Carmen Argenziano,338.0
Containment,Walter Hendrix III,846.0,Michael Chapman,366.0,Louise Brealey,260.0
The Timber,James Ransone,412.0,Maria Doyle Kennedy,308.0,Shaun O'Hagan,106.0
From Russia with Love,Robert Shaw,559.0,Daniela Bianchi,201.0,Lois Maxwell,177.0
The Toxic Avenger Part II,Phoebe Legere,40.0,Jessica Dublin,30.0,Lisa Gaye,14.0
In the Heat of the Night,Carroll O'Connor,480.0,Alan Autry,360.0,Crystal R. Fox,213.0
Sleeper,Woody Allen,11000.0,John Beck,66.0,Mews Small,45.0
It Follows,Maika Monroe,314.0,Ruby Harris,189.0,Jake Weary,159.0
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Woody Allen,11000.0,John Carradine,300.0,Lynn Redgrave,258.0
To Kill a Mockingbird,Robert Duvall,3000.0,Brock Peters,226.0,William Windom,161.0
Mad Max 2: The Road Warrior,Vernon Wells,745.0,Bruce Spence,531.0,Kjell Nilsson,41.0
The Legend of Drunken Master,Andy Lau,483.0,Anita Mui,147.0,Ho-Sung Pak,75.0
Boys Don't Cry,Alicia Goranson,173.0,Brendan Sexton III,148.0,Jeannetta Arnette,103.0
Silent House,Eric Sheffer Stevens,120.0,Julia Taylor Ross,44.0,Adam Trese,32.0
The Lives of Others,Sebastian Koch,380.0,Ulrich Mühe,284.0,Martina Gedeck,155.0
Courageous,Ben Davies,690.0,Alex Kendrick,589.0,T.C. Stallings,341.0
The Hustler,George C. Scott,654.0,Jackie Gleason,491.0,Murray Hamilton,366.0
Boom Town,Hedy Lamarr,1000.0,Spencer Tracy,760.0,Claudette Colbert,380.0
The Triplets of Belleville,Michel Robin,23.0,Charles Linton,6.0,Béatrice Bonifassi,0.0
Smoke Signals,Michael Greyeyes,912.0,Irene Bedard,752.0,Gary Farmer,580.0
American Splendor,Josh Hutcherson,14000.0,James Urbaniak,119.0,Daniel Tay,92.0
Before Sunset,Vernon Dobtcheff,50.0,Albert Delpy,8.0,Marie Pillet,3.0
Amores Perros,Adriana Barraza,85.0,Jorge Salinas,79.0,Goya Toledo,35.0
Thirteen,Holly Hunter,1000.0,Sarah Clarke,482.0,Kip Pardue,374.0
Gentleman's Agreement,Dean Stockwell,936.0,Celeste Holm,297.0,John Garfield,167.0
Winter's Bone,Jennifer Lawrence,34000.0,Shelley Waggener,248.0,Lauren Sweetser,179.0
Touching the Void,Nicholas Aaron,21.0,Brendan Mackey,5.0,Joe Simpson,3.0
Alexander's Ragtime Band,Tyrone Power,480.0,Don Ameche,392.0,John Carradine,300.0
Me and You and Everyone We Know,Najarra Townsend,538.0,Brad William Henke,363.0,Miranda July,244.0
Inside Job,Matt Damon,13000.0,George W. Bush,125.0,Barney Frank,18.0
We Are Your Friends,Vanessa Lengies,804.0,Emily Ratajkowski,625.0,Jonny Weston,328.0
Ghost Dog: The Way of the Samurai,Henry Silva,251.0,Gano Grills,147.0,Richard Portnow,116.0
Harsh Times,J.K. Simmons,24000.0,Christian Bale,23000.0,Noel Gugliemi,2000.0
Captive,David Oyelowo,1000.0,Leonor Varela,426.0,Sydelle Noel,349.0
Full Frontal,Julia Roberts,8000.0,Enrico Colantoni,724.0,Blair Underwood,685.0
Witchboard,Kathleen Wilhoite,265.0,Tawny Kitaen,194.0,Rose Marie,186.0
Strangers with Candy,Stephen Colbert,459.0,Amy Sedaris,396.0,Maria Thayer,344.0
Shortbus,Sook-Yin Lee,71.0,Peter Stickles,51.0,Raphael Barker,37.0
Waltz with Bashir,Ari Folman,56.0,Ronny Dayag,0.0,Zahava Solomon,0.0
"The Book of Mormon Movie, Volume 1: The Journey",Noah Danby,178.0,Kirby Heyborne,69.0,Bruce Newbold,40.0
No End in Sight,Campbell Scott,393.0,Dick Cheney,21.0,Donald Rumsfeld,17.0
The Diary of a Teenage Girl,Alexander Skarsgård,10000.0,David Fine,1000.0,Austin Lyon,80.0
Get Real,Anne Hathaway,11000.0,Jon Tenney,289.0,Debrah Farentino,143.0
In the Shadow of the Moon,John F. Kennedy,168.0,Buzz Aldrin,142.0,Neil Armstrong,65.0
Meek's Cutoff,Bruce Greenwood,991.0,Zoe Kazan,962.0,Shirley Henderson,887.0
Inside Deep Throat,Hugh M. Hefner,373.0,Bill Maher,334.0,Linda Lovelace,218.0
Dinner Rush,Danny Aiello,388.0,Manny Perez,159.0,Ajay Naidu,120.0
Clockwatchers,Alanna Ubach,584.0,Bob Balaban,559.0,Jamie Kennedy,490.0
The Virginity Hit,Matt Bennett,189.0,Krysta Rodriguez,131.0,Zack Pearlman,126.0
Subway,Christopher Lambert,1000.0,Isabelle Adjani,572.0,Jean-Hugues Anglade,164.0
House of D,Robin Williams,49000.0,Mark Margolis,1000.0,Frank Langella,902.0
Teeth,Jess Weixler,386.0,Nathan Parsons,357.0,John Hensley,268.0
Six-String Samurai,Jeffrey Falcon,33.0,Stephane Gauger,3.0,Kim De Angelo,0.0
Hum To Mohabbat Karega,Karisma Kapoor,353.0,Bobby Deol,89.0,Shakti Kapoor,72.0
It's All Gone Pete Tong,Paul Kaye,326.0,Neil Maskell,246.0,Kate Magowan,137.0
Saint John of Las Vegas,Peter Dinklage,22000.0,Steve Buscemi,12000.0,Romany Malco,966.0
24 7: Twenty Four Seven,Bob Hoskins,5000.0,Annette Badland,497.0,Karl Collins,20.0
Stonewall,Jeremy Irvine,25000.0,Caleb Landry Jones,463.0,Matt Craven,256.0
Eureka,Joe Morton,780.0,Colin Ferguson,747.0,Salli Richardson-Whitfield,543.0
Roadside Romeo,Saif Ali Khan,532.0,Sanjay Mishra,85.0,Javed Jaffrey,24.0
This Thing of Ours,Vincent Pastore,584.0,Frank Vincent,356.0,Chuck Zito,267.0
The Lost Medallion: The Adventures of Billy Stone,Alex Kendrick,589.0,Jansen Panettiere,488.0,Tiya Sircar,395.0
The Last Five Years,Anna Kendrick,10000.0,Jeremy Jordan,773.0,Charly Bivona,89.0
The Missing Person,Merritt Wever,529.0,Amy Ryan,423.0,Paul Adelstein,399.0
Return of the Living Dead III,Melinda Clarke,787.0,Kent McCord,196.0,Sarah Douglas,163.0
London,Jason Statham,26000.0,Chris Evans,11000.0,Dane Cook,1000.0
Sherrybaby,Brad William Henke,363.0,Kate Burton,223.0,Michelle Hurst,85.0
Circle,Jordi Vilasuso,160.0,Michael McLafferty,152.0,Kaiwi Lyman-Mersereau,94.0
Eden Lake,Michael Fassbender,13000.0,Jack O'Connell,698.0,Lorraine Stanley,418.0
Plush,Frances Fisher,638.0,James Kyson,449.0,Marlene Forte,395.0
Vampire Killers,MyAnna Buring,513.0,James Corden,480.0,Silvia Colloca,161.0
Gangster's Paradise: Jerusalema,Rapulana Seiphemo,29.0,Kenneth Nkosi,18.0,Robert Hobbs,12.0
Freeze Frame,Colin Salmon,766.0,Lee Evans,312.0,Ian McNeice,268.0
Grave Encounters,Mackenzie Gray,253.0,Sean Rogerson,113.0,Ashleigh Gryzko,103.0
Stitches,Peter McQuinn,121.0,Tommy Knight,94.0,Jemma Curran,47.0
Nine Dead,Daniel Baldwin,413.0,William Lee Scott,167.0,Marc Macaulay,107.0
"To Be Frank, Sinatra at 100",Alice Cooper,674.0,Tim Rice,27.0,Louis Walsh,8.0
Bananas,Woody Allen,11000.0,Charlotte Rae,430.0,Louise Lasser,167.0
Supercapitalist,Paul Sheehan,473.0,Linus Roache,303.0,Kathy Uyen,46.0
Rockaway,Nicholas Gonzalez,601.0,Mario Cimarro,453.0,Ricardo Chavira,372.0
Wings,Steven Weber,685.0,Tim Daly,511.0,Amy Yasbeck,424.0
The Lady from Shanghai,Rita Hayworth,1000.0,Everett Sloane,29.0,Ted de Corsia,18.0
No Man's Land: The Rise of Reeker,Mircea Monroe,633.0,Lew Temple,597.0,Robert Pine,332.0
Highway,Jake Gyllenhaal,15000.0,M.C. Gainey,284.0,Mark Rolston,171.0
Small Apartments,Noel Gugliemi,2000.0,Saffron Burrows,811.0,Matt Lucas,722.0
Coffee Town,Sunil Narkar,34000.0,Ben Schwartz,463.0,Glenn Howerton,424.0
The Ghastly Love of Johnny X,Kate Maberly,416.0,Kevin McCarthy,403.0,Paul Williams,356.0
All Is Bright,Sally Hawkins,594.0,Curtiss Cook,591.0,Peter Hermann,322.0
The Torture Chamber of Dr. Sadism,Christopher Lee,16000.0,Lex Barker,57.0,Karin Dor,51.0
Straight A's,Jon Mack,924.0,Powers Boothe,472.0,Josh Meyers,293.0
A Funny Thing Happened on the Way to the Forum,Buster Keaton,907.0,Zero Mostel,164.0,Phil Silvers,137.0
Slacker Uprising,Michael Moore,909.0,Eddie Vedder,562.0,Steve Earle,119.0
The Legend of Hell's Gate: An American Conspiracy,William McNamara,10000.0,Kevin Alejandro,1000.0,Glenn Morshower,894.0
The Walking Deceased,Trenton Rostedt,680.0,Wray Crawford,418.0,Dave Sheridan,233.0
The Curse of Downers Grove,Kevin Zegers,2000.0,Bella Heathcote,860.0,Tom Arnold,618.0
Shark Lake,Melissa Bolona,11000.0,Michael Aaron Milligan,1000.0,James Chalke,412.0
River's Edge,Keanu Reeves,18000.0,Daniel Roebuck,1000.0,Ione Skye,223.0
Northfork,Peter Coyote,548.0,Anthony Edwards,495.0,Jon Gries,482.0
The Marine 4: Moving Target,Paul McGillion,405.0,Mike 'The Miz' Mizanin,217.0,David Lewis,164.0
Buried,Ryan Reynolds,16000.0,Samantha Mathis,517.0,Erik Palladino,263.0
Submarine,Craig Roberts,920.0,Paddy Considine,680.0,Sally Hawkins,594.0
The Square,Khalid Abdalla,161.0,Ahmed Hassan,10.0,Aida Elkashef,5.0
One to Another,Karl E. Landler,533.0,Lizzie Brocheré,323.0,Pierre Perrier,164.0
ABCD (Any Body Can Dance),Lauren Gottlieb,733.0,Remo,168.0,Prabhudheva,71.0
Man on Wire,Paul McGill,41.0,Philippe Petit,27.0,Jean-Louis Blondeau,0.0
Abandoned,Siobhan Marshall,42.0,Peter Feeney,40.0,Rachel Nash,3.0
Brotherly Love,Logan Browning,628.0,Adam Ratcliffe,606.0,Faizon Love,585.0
The Last Exorcism,Caleb Landry Jones,463.0,Ashley Bell,400.0,Patrick Fabian,308.0
Nowhere Boy,Kristin Scott Thomas,1000.0,Ophelia Lovibond,548.0,Anne-Marie Duff,231.0
A Streetcar Named Desire,Marlon Brando,10000.0,Karl Malden,416.0,Kim Hunter,114.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,George C. Scott,654.0,Slim Pickens,575.0,Keenan Wynn,277.0
El crimen del padre Amaro,Damián Alcázar,201.0,Ana Claudia Talancón,163.0,Pedro Armendáriz Jr.,67.0
Beasts of the Southern Wild,Quvenzhané Wallis,2000.0,Gina Montana,458.0,Dwight Henry,168.0
Battle for the Planet of the Apes,Roddy McDowall,595.0,Paul Williams,356.0,Claude Akins,196.0
Songcatcher,Aidan Quinn,767.0,David Patrick Kelly,380.0,Jane Adams,280.0
Higher Ground,Donna Murphy,553.0,Bill Irwin,471.0,Michael Chernus,186.0
Vaalu,Hansika Motwani,141.0,T.R. Silambarasan,77.0,Brahmanandam,61.0
The Greatest Movie Ever Sold,Quentin Tarantino,16000.0,J.J. Abrams,14000.0,Donald Trump,808.0
Ed and His Dead Mother,Steve Buscemi,12000.0,Gary Farmer,580.0,Jon Gries,482.0
Travelers and Magicians,Tshewang Dendup,0.0,Lhakpa Dorji,0.0,Sonam Kinga,0.0
Hang 'Em High,Clint Eastwood,16000.0,Bruce Dern,844.0,Alan Hale Jr.,426.0
Deadline - U.S.A.,Humphrey Bogart,2000.0,Jim Backus,399.0,Kim Hunter,114.0
Sublime,George Newbern,647.0,Tom Cavanagh,642.0,Cas Anvar,491.0
A Beginner's Guide to Snuff,Kimberley Crossman,467.0,Luke Edwards,258.0,Bree Williamson,165.0
Independence Daysaster,Tom Everett Scott,433.0,Keenan Tracey,108.0,Nicholas Carella,91.0
Dysfunctional Friends,Christian Keyes,761.0,Essence Atkins,713.0,Tatyana Ali,685.0
Run Lola Run,Moritz Bleibtreu,486.0,Ludger Pistor,37.0,Armin Rohde,34.0
May,James Duval,701.0,Will Estes,461.0,Nora Zehetner,446.0
Against the Wild,Natasha Henstridge,900.0,CJ Adams,450.0,Erin Pitt,120.0
Living Dark: The Story of Ted the Caver,Matthew Alan,86.0,Chris Cleveland,42.0,Circus-Szalewski,11.0
Under the Same Moon,America Ferrera,953.0,Eugenio Derbez,399.0,Kate del Castillo,345.0
Conquest of the Planet of the Apes,Roddy McDowall,595.0,Gordon Jump,70.0,John Randolph,67.0
In the Bedroom,Tom Wilkinson,1000.0,Sissy Spacek,874.0,Karen Allen,783.0
I Spit on Your Grave,Sarah Butler,635.0,Chad Lindberg,445.0,Daniel Franzese,374.0
"Happy, Texas",Ally Walker,349.0,Illeana Douglas,347.0,Jeremy Northam,327.0
My Summer of Love,Paddy Considine,680.0,Natalie Press,46.0,Dean Andrews,34.0
The Lunchbox,Nawazuddin Siddiqui,638.0,Nimrat Kaur,85.0,Lillete Dubey,73.0
Yes,Shirley Henderson,887.0,Joan Allen,805.0,Stephanie Leonidas,420.0
You Can't Take It with You,Jean Arthur,319.0,Ann Miller,302.0,Lionel Barrymore,275.0
From Here to Eternity,Montgomery Clift,862.0,Donna Reed,488.0,Deborah Kerr,426.0
She Wore a Yellow Ribbon,Harry Carey Jr.,281.0,Ben Johnson,230.0,Victor McLaglen,89.0
Grace Unplugged,Shawnee Smith,651.0,Michael Welch,611.0,Anthony Reynolds,575.0
Foolish,Eddie Griffin,489.0,Clifton Powell,469.0,Marla Gibbs,249.0
N-Secure,Essence Atkins,713.0,Lamman Rucker,607.0,Tempestt Bledsoe,394.0
Caramel,Yasmine Al Massri,227.0,Adel Karam,4.0,Nadine Labaki,0.0
Out of the Dark,Stephen Rea,327.0,Pixie Davies,51.0,Alejandro Furth,2.0
The Bubble,Ohad Knoller,53.0,Lior Ashkenazi,30.0,Yousef 'Joe' Sweid,27.0
The Conversation,Harrison Ford,11000.0,Teri Garr,481.0,Cindy Williams,324.0
Dil Jo Bhi Kahey...,Annabelle Wallis,421.0,Revathy,96.0,Bhoomika Chawla,45.0
Mississippi Mermaid,Catherine Deneuve,963.0,Jean-Paul Belmondo,710.0,Michel Bouquet,21.0
I Love Your Work,Judy Greer,2000.0,Marisa Coughlan,163.0,Nicky Katt,127.0
Cabin Fever,Dustin Ingram,427.0,Gage Golightly,253.0,Samuel Davis,114.0
Waitress,Lew Temple,597.0,Cheryl Hines,541.0,Eddie Jemison,336.0
Bloodsport,Bolo Yeung,633.0,Donald Gibb,403.0,Ken Siu,49.0
Mr. Smith Goes to Washington,Claude Rains,607.0,Jean Arthur,319.0,Thomas Mitchell,248.0
Kids,Rosario Dawson,3000.0,Leo Fitzpatrick,202.0,Justin Pierce,82.0
The Squid and the Whale,William Baldwin,436.0,Elizabeth Meriwether,25.0,Owen Kline,18.0
Kissing Jessica Stein,Scott Cohen,378.0,Jennifer Westfeldt,321.0,Brian Stepanek,117.0
Kickboxer: Vengeance,Matthew Ziff,260000.0,T.J. Storm,454.0,Sam Medina,354.0
Spellbound,Norman Lloyd,472.0,Rhonda Fleming,239.0,Leo G. Carroll,82.0
Exotica,Bruce Greenwood,991.0,Mia Kirshner,971.0,Sarah Polley,900.0
Buffalo '66,Anjelica Huston,1000.0,Vincent Gallo,787.0,Jan-Michael Vincent,642.0
Insidious,Lin Shaye,852.0,Barbara Hershey,618.0,Philip Friedman,588.0
Repo Man,Del Zamora,752.0,Tracey Walter,324.0,Miguel Sandoval,166.0
Nine Queens,Ricardo Darín,827.0,Gastón Pauls,22.0,Leticia Brédice,7.0
The Gatekeepers,Ami Ayalon,0.0,Yuval Diskin,0.0,Yaakov Peri,0.0
The Ballad of Jack and Rose,Beau Bridges,552.0,Susanna Thompson,265.0,Ryan McDonald,42.0
The To Do List,Donald Glover,801.0,Alia Shawkat,727.0,Scott Porter,690.0
Killing Zoe,Eric Stoltz,902.0,Salvator Xuereb,424.0,Jean-Hugues Anglade,164.0
The Believer,Ryan Gosling,33000.0,Theresa Russell,243.0,Summer Phoenix,76.0
Snow Angels,Michael Angarano,947.0,Connor Paolo,530.0,Tom Noonan,442.0
Unsullied,Ward G. Smith,393.0,Lisa Brave,191.0,Malone Thomas,56.0
Session 9,Paul Guilfoyle,210.0,Brendan Sexton III,148.0,Larry Fessenden,83.0
I Want Someone to Eat Cheese With,Jessy Schram,813.0,Jeff Garlin,522.0,Joey Slotnick,423.0
Mooz-Lum,Dorian Missick,1000.0,Nia Long,826.0,Evan Ross,616.0
Hatchet,Joel David Moore,936.0,Kane Hodder,935.0,Joel Murray,488.0
Modern Times,Paulette Goddard,309.0,Stanley Blystone,8.0,Fred Malatesta,8.0
Stolen Summer,Brian Dennehy,954.0,Aidan Quinn,767.0,Bonnie Hunt,597.0
My Name Is Bruce,Ted Raimi,634.0,Dan Hicks,328.0,Timothy Patrick Quill,158.0
The Salon,Vivica A. Fox,890.0,Monica Calhoun,597.0,Garrett Morris,424.0
Road Hard,Jay Mohr,563.0,Jim O'Heir,485.0,David Alan Grier,360.0
Forty Shades of Blue,Rip Torn,826.0,Jenny O'Hara,189.0,Darren E. Burrows,121.0
Amigo,Brian Lee Franklin,38.0,John Arcilla,8.0,Ronnie Lazaro,7.0
Pontypool,Stephen McHattie,413.0,Georgina Reilly,98.0,Boyd Banks,57.0
Trucker,Jimmy Bennett,87000.0,Joey Lauren Adams,781.0,Matthew Lawrence,711.0
Me You and Five Bucks,Angela Sarafyan,310.0,Jaime Zevallos,228.0,Michael Elian,134.0
The Lords of Salem,Sid Haig,1000.0,Dee Wallace,725.0,Michael Berryman,721.0
Housebound,Morgana O'Reilly,61.0,Bruce Hopkins,46.0,Cameron Rhodes,28.0
Wal-Mart: The High Cost of Low Price,Lee Scott,0.0,Jon Hunter,0.0,Matt Hunter,0.0
Fetching Cody,Nicole Muñoz,199.0,Sarah Lind,134.0,Kyla Wise,108.0
Once Upon a Time in Queens,Chazz Palminteri,979.0,Michael Rapaport,975.0,Paul Sorvino,636.0
Closer to the Moon,Monica Barladeanu,129.0,Joe Armstrong,98.0,Martin Hancock,71.0
Mutant World,Ashanti,341.0,Amber Marshall,265.0,John DeSantis,146.0
Growing Up Smith,Brighton Sharbino,3000.0,Jake Busey,660.0,Tim Guinee,259.0
Checkmate,Katrina Law,835.0,Johnny Messner,522.0,Michael Paré,492.0
#Horror,Timothy Hutton,501.0,Balthazar Getty,418.0,Lydia Hearst,56.0
Wind Walkers,Rudy Youngblood,708.0,Glen Powell,571.0,Kiowa Gordon,485.0
Snow White and the Seven Dwarfs,Adriana Caselotti,82.0,Billy Gilbert,47.0,Lucille La Verne,31.0
The Holy Girl,Mía Maestro,341.0,Mercedes Morán,5.0,María Alche,3.0
Shalako,Brigitte Bardot,984.0,Woody Strode,423.0,Honor Blackman,387.0
Incident at Loch Ness,Zak Penn,87.0,Gabriel Beristain,70.0,John Bailey,37.0
The Dog Lover,Lea Thompson,1000.0,Christina Moore,301.0,Cullen Douglas,256.0
Girl House,Camren Bicondova,756.0,Adam DiMarco,382.0,Chasty Ballesteros,295.0
The Blue Room,Mathieu Amalric,412.0,Léa Drucker,4.0,Laurent Poitrenaux,3.0
House at the End of the Drive,Jessica Szohr,847.0,Jonathan Mangum,147.0,Angela Jones,69.0
Batman: The Movie,Burgess Meredith,1000.0,Cesar Romero,370.0,Burt Ward,356.0
"Lock, Stock and Two Smoking Barrels",Jason Statham,26000.0,Jason Flemyng,1000.0,Dexter Fletcher,452.0
The Ballad of Gregorio Cortez,Barry Corbin,883.0,Bruce McGill,655.0,Ned Beatty,467.0
The Streets of San Francisco,Karl Malden,416.0,Michael Douglas,0.0,,
The Celebration,Ulrich Thomsen,280.0,Paprika Steen,278.0,Trine Dyrholm,141.0
Trees Lounge,Steve Buscemi,12000.0,Debi Mazar,680.0,Carol Kane,636.0
Journey from the Fall,Long Nguyen,51.0,Kieu Chinh,24.0,Cat Ly,5.0
The Basket,Eric Dane,2000.0,Karen Allen,783.0,Peter Coyote,548.0
Eddie: The Sleepwalking Cannibal,Stephen McHattie,413.0,Thure Lindhardt,197.0,Georgina Reilly,98.0
Space: Above and Beyond,James Morrison,210.0,Tucker Smallwood,121.0,Kristen Cloke,109.0
Queen of the Mountains,Elina Abai Kyzy,0.0,Aziz Muradillayev,0.0,Mirlan Abdulayev,0.0
Def-Con 4,Maury Chaykin,232.0,Lenore Zann,23.0,Tim Choate,13.0
The Hebrew Hammer,Judy Greer,2000.0,Adam Goldberg,1000.0,Tony Cox,624.0
Neal 'N' Nikki,Abhishek Bachchan,374.0,Uday Chopra,145.0,Samantha McLeod,40.0
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Noureen DeWulf,700.0,Bryan Callen,460.0,Matt Crabtree,134.0
Forget Me Not,Bella Thorne,35000.0,Chloe Bridges,516.0,Christopher Atkins,511.0
Rebecca,Laurence Olivier,1000.0,Joan Fontaine,991.0,George Sanders,333.0
Friday the 13th Part 2,Betsy Palmer,309.0,Adrienne King,121.0,Amy Steel,59.0
The Lost Weekend,Ray Milland,287.0,Jane Wyman,160.0,Frank Faylen,66.0
C.H.U.D.,Daniel Stern,796.0,John Heard,697.0,Sam McMurray,132.0
Filly Brown,Noel Gugliemi,2000.0,Jenni Rivera,245.0,Jorge Diaz,183.0
The Lion of Judah,Vic Mignogna,578.0,Omar Benson Miller,418.0,Anupam Kher,397.0
Niagara,Joseph Cotten,469.0,Jean Peters,79.0,Will Wright,48.0
How Green Was My Valley,Roddy McDowall,595.0,Walter Pidgeon,176.0,Barry Fitzgerald,137.0
The Girlfriend Experience,Mary Lynn Rajskub,934.0,Riley Keough,691.0,Paul Sparks,201.0
Da Sweet Blood of Jesus,Rami Malek,3000.0,Elvis Nolasco,372.0,Felicia Pearson,161.0
"Sex, Lies, and Videotape",Peter Gallagher,828.0,Laura San Giacomo,531.0,Steven Brill,65.0
Saw,Michael Emerson,2000.0,Monica Potter,878.0,Shawnee Smith,651.0
Super Troopers,Geoffrey Arend,816.0,Daniel von Bargen,577.0,Jay Chandrasekhar,422.0
The Algerian,Zuhair Haddad,18000.0,Harry Lennix,748.0,Ben Youcef,434.0
The Amazing Catfish,Ximena Ayala,31.0,Vera Wilson,24.0,José Manuel Orozco Angulo,3.0
Monsoon Wedding,Naseeruddin Shah,307.0,Randeep Hooda,209.0,Lillete Dubey,73.0
You Can Count on Me,Matthew Broderick,2000.0,Rory Culkin,710.0,Gaby Hoffmann,612.0
The Trouble with Harry,Jerry Mathers,282.0,John Forsythe,255.0,Royal Dano,232.0
But I'm a Cheerleader,Natasha Lyonne,1000.0,Clea DuVall,1000.0,Eddie Cibrian,849.0
Home Run,Vivica A. Fox,890.0,Drew Waters,848.0,Scott Elrod,449.0
Reservoir Dogs,Quentin Tarantino,16000.0,Steve Buscemi,12000.0,Chris Penn,455.0
The Blue Bird,Spring Byington,94.0,Nigel Bruce,62.0,Gale Sondergaard,51.0
"The Good, the Bad and the Ugly",Clint Eastwood,16000.0,Luigi Pistilli,34.0,Enzo Petito,24.0
The Second Mother,Alex Huszar,61.0,Regina Casé,9.0,Luis Miranda,4.0
Blue Like Jazz,Jason Marsden,1000.0,Marshall Allman,330.0,Eric Lange,274.0
Down and Out with the Dolls,Lemmy,268.0,Coyote Shivers,44.0,Zoë Poledouris,3.0
"Pink Ribbons, Inc.",,,,,,
Certifiably Jonathan,Robin Williams,49000.0,Sarah Silverman,931.0,Jonathan Winters,924.0
Q,Déborah Révy,34.0,Johnny Amaro,29.0,Yassine Azzouz,24.0
The Knife of Don Juan,Nataniel Sánchez,3.0,Antonio Arrué,2.0,Juan Carlos Montoya,0.0
Grand Theft Parsons,Marley Shelton,690.0,Scott Adsit,316.0,Jim Cody Williams,95.0
Extreme Movie,Rich Ceraulo,387.0,Denise Boutte,295.0,Vanessa Lee Chester,227.0
The Charge of the Light Brigade,Errol Flynn,843.0,David Niven,490.0,Spring Byington,94.0
Below Zero,Michael Berryman,721.0,Kristin Booth,134.0,Michael Eisner,5.0
Crowsnest,Christie Burke,380.0,Victor Zinck Jr.,91.0,Chelsey Reist,63.0
Airborne,Alanna Ubach,584.0,Jacob Vargas,399.0,Brittney Powell,117.0
Cotton Comes to Harlem,Redd Foxx,586.0,Cleavon Little,434.0,Calvin Lockhart,148.0
The Wicked Within,William McNamara,10000.0,Sabrina Carmichael,500.0,Patrick Muldoon,475.0
Bleeding Hearts,Seregon O'Dassey,498.0,Deirdre Lorenz,350.0,Dustin Diamond,312.0
Waiting...,Ryan Reynolds,16000.0,Dane Cook,1000.0,Vanessa Lengies,804.0
Dead Man's Shoes,Paddy Considine,680.0,Gary Stretch,404.0,George Newton,68.0
Wolf Creek,Richard Cawthorne,511.0,John Jarratt,457.0,Lucy Fry,206.0
From a Whisper to a Scream,Terry Kiser,448.0,Clu Gulager,426.0,Susan Tyrrell,147.0
Sex with Strangers,,,,,,
Dracula: Pages from a Virgin's Diary,Sarah Murphy-Dyson,14.0,CindyMarie Small,4.0,Brent Neale,3.0
Faith Like Potatoes,Sean Cameron Michael,412.0,Frank Rautenbach,48.0,Jeanne Neilson,25.0
Beyond the Black Rainbow,Chris Gauthier,434.0,Marilyn Norry,95.0,Eva Bourne,48.0
The Raid: Redemption,Iko Uwais,1000.0,Yayan Ruhian,342.0,Donny Alamsyah,60.0
The Dead Undead,Johnny Pacar,1000.0,Vernon Wells,745.0,Matthew R. Anderson,252.0
The Vatican Exorcisms,Piero Maggiò,12.0,Anella Vastola,0.0,Joe Marino,0.0
Casablanca,Humphrey Bogart,2000.0,Claude Rains,607.0,Conrad Veidt,269.0
Lake Mungo,Talia Zucker,12.0,Rosie Traynor,5.0,Martin Sharpe,5.0
Rocket Singh: Salesman of the Year,Ranbir Kapoor,964.0,Shazahn Padamsee,22.0,Gauhar Khan,20.0
Silent Running,Bruce Dern,844.0,Ron Rifkin,184.0,Jesse Vint,42.0
Rocky,Sylvester Stallone,13000.0,Burgess Meredith,1000.0,Carl Weathers,794.0
The Sleepwalker,Christopher Abbott,321.0,Brady Corbet,287.0,Gitte Witt,9.0
Tom Jones,Albert Finney,883.0,Susannah York,269.0,Hugh Griffith,69.0
Unfriended,Shelley Hennig,707.0,Renee Olstead,305.0,Heather Sossaman,142.0
Taxi Driver,Robert De Niro,22000.0,Albert Brooks,745.0,Peter Boyle,595.0
The Howling,Patrick Macnee,1000.0,Robert Picardo,823.0,Dee Wallace,725.0
Dr. No,Ursula Andress,650.0,Jack Lord,275.0,Lois Maxwell,177.0
Chernobyl Diaries,Jesse McCartney,1000.0,Ingrid Bolsø Berdal,466.0,Jonathan Sadowski,300.0
Hellraiser,Andrew Robinson,266.0,Ashley Laurence,209.0,Clare Higgins,100.0
God's Not Dead 2,Benjamin A. Onyango,634.0,Robin Givens,420.0,Maria Canals-Barrera,295.0
Cry_Wolf,Julian Morris,1000.0,Gary Cole,989.0,Lindy Booth,683.0
Godzilla 2000,Hiroshi Abe,43.0,Naomi Nishida,3.0,Sakae Kimura,3.0
Blue Valentine,Ryan Gosling,33000.0,Mike Vogel,2000.0,John Doman,616.0
Transamerica,Kevin Zegers,2000.0,Felicity Huffman,508.0,Paul Borghese,226.0
The Devil Inside,Fernanda Andrade,403.0,Claudiu Trandafir,169.0,Brian Johnson,128.0
Beyond the Valley of the Dolls,Charles Napier,503.0,Cynthia Myers,46.0,Harrison Page,44.0
Love Me Tender,James Drury,356.0,Neville Brand,110.0,Debra Paget,102.0
An Inconvenient Truth,Billy West,861.0,Al Gore,68.0,,
Sands of Iwo Jima,James Brown,183.0,Richard Jaeckel,102.0,Forrest Tucker,88.0
